Phase,Blue,Red,Score,Winner,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5,SB,VOD
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Berlin International Gaming,Anorthosis Famagusta Esports,1 - 0,1,11.7,Fiora,Lillia,Thresh,Tristana,Hecarim,Seraphine,Jinx,Rell,Udyr,Alistar,Gnar,Sylas,Cassiopeia,Kai'Sa,Ryze,Varus,Xayah,Orianna,Volibear,Karma,Bot,Support,Top,Mid,Jungle,Support,Jungle,Mid,Bot,Top,SB,https,//youtu.be/T_FjxLMxdbs?t=296
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,AGO ROGUE,G2 Arctic,0 - 1,2,11.7,Nocturne,Seraphine,Udyr,Hecarim,Lillia,Tristana,Jinx,Renekton,Nidalee,Volibear,Rell,Thresh,Orianna,Aphelios,Syndra,Kalista,Ashe,Lucian,Karma,Irelia,Bot,Jungle,Support,Mid,Top,Mid,Jungle,Support,Bot,Top,SB,https,//youtu.be/6uKFSI3rWNE?t=456
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,G2 Arctic,Misfits Premier,0 - 1,2,11.7,Udyr,Hecarim,Thresh,Tristana,Seraphine,Senna,Orianna,Alistar,Akali,Galio,Kai'Sa,Draven,Volibear,Graves,Nidalee,Lillia,Kayn,Olaf,Sion,Wukong,Mid,Support,Bot,Jungle,Top,Support,Mid,Bot,Jungle,Top,SB,https,//youtu.be/bIFDwBrzn3A?t=195
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,SAIM SE SuppUp,AGO ROGUE,1 - 0,1,11.7,Kai'Sa,Seraphine,Sylas,Nocturne,Tristana,Thresh,Hecarim,Varus,Udyr,Orianna,Alistar,Tahm Kench,Jinx,Syndra,Ezreal,Viktor,Akali,Gangplank,Sivir,Gnar,Jungle,Mid,Support,Top,Bot,Bot,Jungle,Support,Mid,Top,SB,https,//youtu.be/Vxxre7Djsyc?t=175
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Misfits Premier,SAIM SE SuppUp,1 - 0,1,11.7,Seraphine,Hecarim,Akali,Tristana,Nocturne,Rell,Thresh,Tahm Kench,Jinx,Udyr,Aphelios,Lillia,Zoe,Renekton,Orianna,Sett,Lucian,Viktor,Sion,Gnar,Support,Jungle,Bot,Mid,Top,Support,Bot,Jungle,Mid,Top,SB,https,//youtu.be/ooeEPp579Js?t=232
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,AGO ROGUE,Misfits Premier,0 - 1,2,11.7,Thresh,Kai'Sa,Tahm Kench,Tristana,Nocturne,Syndra,Hecarim,Varus,Rell,Alistar,Orianna,Udyr,Xayah,Sylas,Vayne,Akali,Zoe,Sivir,Gnar,Jayce,Jungle,Support,Mid,Bot,Top,Bot,Support,Jungle,Mid,Top,SB,https,//youtu.be/E81t1hY-isc?t=197
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,G2 Arctic,SAIM SE SuppUp,1 - 0,1,11.7,Seraphine,Hecarim,Nocturne,Tristana,Thresh,Kai'Sa,Orianna,Rell,Akali,Alistar,Lillia,Kayn,Xayah,Jinx,Gangplank,Varus,Sion,Aatrox,Sivir,Samira,Mid,Support,Jungle,Top,Bot,Support,Mid,Jungle,Top,Bot,SB,https,//youtu.be/JAVTlDY3zbU?t=362
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Anorthosis Famagusta Esports,Berlin International Gaming,0 - 1,2,11.7,Lillia,Thresh,Varus,Orianna,Udyr,Seraphine,Jinx,Tristana,Hecarim,Xin Zhao,Fiora,Jayce,Tahm Kench,Twisted Fate,Sylas,Akali,Rell,Gragas,Viktor,Ekko,Bot,Jungle,Top,Support,Mid,Bot,Jungle,Top,Support,Mid,SB,https,//youtu.be/IdSBOvm2xE4?t=244
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Mkers,K1CK,1 - 0,1,11.7,Zoe,Seraphine,Varus,Hecarim,Tahm Kench,Jinx,Udyr,Tristana,Orianna,Kai'Sa,Gnar,Gangplank,Syndra,Lillia,Azir,Skarner,Volibear,Akali,Alistar,Braum,Jungle,Bot,Top,Mid,Support,Bot,Mid,Top,Jungle,Support,SB,https,//youtu.be/0w8Fmy0EeeA?t=200
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Macko Esports,Illuminar Gaming,0 - 1,2,11.7,Senna,Tristana,Jinx,Nocturne,Karma,Kai'Sa,Seraphine,Udyr,Orianna,Karthus,Sion,Caitlyn,Lucian,Thresh,Ashe,Rell,Gnar,Renekton,Jhin,Leona,Support,Jungle,Top,Mid,Bot,Jungle,Mid,Bot,Top,Support,SB,https,//youtu.be/4Mzx4JfPREg?t=221
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,UCAM Esports Club,mousesports,1 - 0,1,11.7,Irelia,Tristana,Karthus,Twisted Fate,Seraphine,Nocturne,Hecarim,Varus,Udyr,Ezreal,Rakan,Sylas,Ryze,Thresh,Orianna,Nautilus,Alistar,Syndra,Aatrox,Renekton,Jungle,Bot,Support,Mid,Top,Bot,Jungle,Mid,Support,Top,SB,https,//youtu.be/cVa4V35QN2E?t=83
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,FC Schalke 04 Evolution,Karmine Corp,0 - 1,2,11.7,Twisted Fate,Tristana,Ryze,Gnar,Jinx,Rell,Hecarim,Varus,Renekton,Aatrox,Alistar,Udyr,Akali,Seraphine,Zoe,Sylas,Orianna,Kai'Sa,Syndra,Rakan,Jungle,Top,Support,Bot,Mid,Bot,Top,Jungle,Mid,Support,SB,https,//youtu.be/khXB0DVwiWM?t=166
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,BT Excel,Cream Real Betis.EU,1 - 0,1,11.7,Lucian,Nidalee,Seraphine,Jinx,Tristana,Rell,Hecarim,Orianna,Kai'Sa,Varus,Tahm Kench,Udyr,Viktor,Rakan,Ahri,Renekton,Bard,Akali,Nocturne,Sion,Jungle,Bot,Support,Mid,Top,Mid,Bot,Jungle,Support,Top,SB,https,//youtu.be/wK_jUV-hagQ?t=301
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Macko Esports,UCAM Esports Club,0 - 1,2,11.7,Camille,Tristana,Orianna,Seraphine,Rell,Nocturne,Kai'Sa,Hecarim,Thresh,Udyr,Viktor,Jinx,Nautilus,Gnar,Sion,Syndra,Twisted Fate,Leona,Gangplank,Urgot,Bot,Jungle,Mid,Support,Top,Jungle,Support,Bot,Mid,Top,SB,https,//youtu.be/7XbDkvtJQ5s?t=51
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Illuminar Gaming,mousesports,1 - 0,1,11.7,Irelia,Tristana,Nocturne,Seraphine,Karthus,Thresh,Udyr,Lillia,Kai'Sa,Senna,Tahm Kench,Rakan,Sion,Yone,Zoe,Renekton,Akali,Gnar,Orianna,Sett,Jungle,Bot,Support,Top,Mid,Jungle,Bot,Support,Mid,Top,SB,https,//youtu.be/1RC4qP2T3lQ?t=44
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,SAIM SE SuppUp,G2 Arctic,1 - 0,1,11.7,Sylas,Thresh,Rell,Nocturne,Tristana,Hecarim,Seraphine,Udyr,Jinx,Volibear,Renekton,Gangplank,Varus,Orianna,Ashe,Tahm Kench,Alistar,Nautilus,Ryze,Syndra,Bot,Jungle,Mid,Support,Top,Jungle,Bot,Top,Support,Mid,SB,https,//youtu.be/8ylhms72n6I?t=207
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Misfits Premier,AGO ROGUE,1 - 0,1,11.7,Syndra,Thresh,Kai'Sa,Tahm Kench,Sylas,Seraphine,Tristana,Hecarim,Orianna,Udyr,Rell,Xayah,Akali,Alistar,Viktor,Rakan,Braum,Zoe,Gnar,Sion,Bot,Jungle,Support,Mid,Top,Jungle,Mid,Bot,Support,Top,SB,https,//youtu.be/rf904Wkrlzs?t=48
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Berlin International Gaming,K1CK,1 - 0,1,11.7,Thresh,Seraphine,Gangplank,Jinx,Orianna,Hecarim,Tristana,Lillia,Zoe,Gnar,Akali,Sion,Udyr,Senna,Nocturne,Kai'Sa,Varus,Rell,Lee Sin,Braum,Bot,Top,Mid,Support,Jungle,Jungle,Mid,Top,Bot,Support,SB,https,//youtu.be/0WW2L-XW0ok?t=32
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Anorthosis Famagusta Esports,Mkers,0 - 1,2,11.7,Senna,Hecarim,Seraphine,Fiora,Gnar,Xin Zhao,Thresh,Jinx,Udyr,Aphelios,Orianna,Tahm Kench,Volibear,Azir,Ornn,Jayce,Karma,Graves,Gragas,Syndra,Support,Bot,Mid,Jungle,Top,Bot,Jungle,Support,Top,Mid,SB,https,//youtu.be/Kc1lz5xus7U?t=462
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Mkers,Berlin International Gaming,0 - 1,2,11.7,Twisted Fate,Seraphine,Varus,Gnar,Lillia,Orianna,Hecarim,Tristana,Udyr,Senna,Sion,Sylas,Ryze,Rell,Tahm Kench,Alistar,Rakan,Cassiopeia,Renekton,Quinn,Jungle,Support,Bot,Mid,Top,Bot,Jungle,Mid,Support,Top,SB,https,//youtu.be/684vG51UsC8?t=123
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,K1CK,Anorthosis Famagusta Esports,0 - 1,2,11.7,Garen,Zoe,Jinx,Tristana,Senna,Seraphine,Hecarim,Orianna,Thresh,Kai'Sa,Nautilus,Fiora,Gnar,Aphelios,Twisted Fate,Varus,Xayah,Viktor,Kennen,Xin Zhao,Jungle,Bot,Support,Mid,Top,Mid,Support,Top,Bot,Jungle,SB,https,//youtu.be/oT5qMhAWBPA?t=170
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,SAIM SE SuppUp,Misfits Premier,1 - 0,1,11.7,Sylas,Thresh,Rell,Nocturne,Hecarim,Udyr,Seraphine,Jinx,Tahm Kench,Tristana,Volibear,Orianna,Alistar,Lillia,Rakan,Gangplank,Renekton,Gnar,Akali,Nidalee,Support,Bot,Jungle,Top,Mid,Bot,Support,Mid,Top,Jungle,SB,https,//youtu.be/2YUwaNJh87g?t=288
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,G2 Arctic,AGO ROGUE,0 - 1,2,11.7,Thresh,Tristana,Orianna,Jinx,Tahm Kench,Sylas,Kai'Sa,Rell,Hecarim,Nocturne,Alistar,Xayah,Galio,Gangplank,Twisted Fate,Sion,Syndra,Akali,Gnar,Wukong,Bot,Jungle,Support,Mid,Top,Support,Jungle,Bot,Mid,Top,SB,https,//youtu.be/z3KuhmFaUxU?t=56
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Cream Real Betis.EU,FC Schalke 04 Evolution,1 - 0,1,11.7,Jinx,Tristana,Volibear,Hecarim,Renekton,Seraphine,Udyr,Orianna,Rell,Viktor,Kai'Sa,Skarner,Alistar,Aatrox,Thresh,Darius,Xayah,Rakan,Sion,Gnar,Jungle,Mid,Bot,Support,Top,Mid,Support,Jungle,Bot,Top,SB,https,//youtu.be/lgE7zN3BlLo?t=53
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Karmine Corp,BT Excel,1 - 0,1,11.7,Rell,Seraphine,Nocturne,Hecarim,Orianna,Twisted Fate,Tristana,Udyr,Thresh,Lillia,Renekton,Jinx,Varus,Malphite,Ashe,Akali,Ornn,Ezreal,Alistar,Viktor,Mid,Jungle,Top,Bot,Support,Jungle,Support,Bot,Top,Mid,SB,https,//youtu.be/SJF6--34d80?t=240
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Misfits Premier,G2 Arctic,1 - 0,1,11.7,Kai'Sa,Thresh,Sylas,Seraphine,Nocturne,Tristana,Hecarim,Jinx,Volibear,Senna,Tahm Kench,Rell,Orianna,Akali,Syndra,Gangplank,Gnar,Zoe,Jayce,Galio,Jungle,Bot,Support,Mid,Top,Bot,Jungle,Support,Top,Mid,SB,https,//youtu.be/6invgbbJ0VI?t=372
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,AGO ROGUE,SAIM SE SuppUp,1 - 0,1,11.7,Nocturne,Hecarim,Thresh,Rell,Orianna,Seraphine,Tristana,Jinx,Udyr,Volibear,Alistar,Tahm Kench,Akali,Sylas,Camille,Yorick,Syndra,Viktor,Gangplank,Cho'Gath,Bot,Jungle,Support,Mid,Top,Bot,Jungle,Support,Mid,Top,SB,https,//youtu.be/u4QlIWrofvs?t=181
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Illuminar Gaming,UCAM Esports Club,0 - 1,2,11.7,Camille,Seraphine,Nocturne,Sion,Hecarim,Tristana,Jinx,Kai'Sa,Udyr,Orianna,Skarner,Viktor,Thresh,Rell,Tahm Kench,Alistar,Gnar,Braum,Gangplank,Rakan,Bot,Mid,Jungle,Support,Top,Bot,Jungle,Mid,Top,Support,SB,https,//youtu.be/FrCGIEvAaa0?t=248
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,mousesports,Macko Esports,1 - 0,1,11.7,Tristana,Irelia,Thresh,Lillia,Seraphine,Rell,Nocturne,Annie,Hecarim,Udyr,Leona,Braum,Sylas,Varus,Karthus,Ashe,Xayah,Viktor,Ezreal,Renekton,Top,Jungle,Support,Mid,Bot,Mid,Jungle,Support,Bot,Top,SB,https,//youtu.be/9ZW3ZEgTfi8?t=192
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,Cream Real Betis.EU,Karmine Corp,0 - 1,2,11.7,Twisted Fate,Evelynn,Jinx,Tristana,Ryze,Hecarim,Seraphine,Orianna,Udyr,Volibear,Xayah,Varus,Gangplank,Olaf,Gnar,Darius,Renekton,Urgot,Rakan,Rell,Mid,Jungle,Bot,Top,Support,Mid,Jungle,Bot,Top,Support,SB,https,//youtu.be/lvGEbShGeVY?t=188
European Masters/2021 Season/Spring Main Event/Picks and Bans/Group Stage,FC Schalke 04 Evolution,BT Excel,1 - 0,1,11.7,Thresh,Tahm Kench,Nidalee,Jinx,Nocturne,Gragas,Tristana,Rell,Hecarim,Udyr,Alistar,Kai'Sa,Irelia,Twisted Fate,Viktor,Orianna,Sylas,Ryze,Renekton,Gnar,Bot,Jungle,Support,Mid,Top,Support,Jungle,Bot,Mid,Top,SB,https,//youtu.be/mQQ8uCRGXmA?t=239
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Karmine Corp,Fnatic Rising,3 - 2,1,11.16,Nidalee,LeBlanc,Gangplank,Xin Zhao,Twisted Fate,Ryze,Thresh,Aphelios,Viego,Varus,Jarvan IV,Braum,Renekton,Kennen,Jayce,Sylas,Gnar,Lee Sin,Azir,Seraphine,Support,Bot,Jungle,Top,Mid,Bot,Jungle,Support,Top,Mid,SB,https,//youtu.be/wc40ag3e-ZM?t=46
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Karmine Corp,Fnatic Rising,2 - 2,2,11.16,Nidalee,LeBlanc,Irelia,Xin Zhao,Thresh,Ryze,Lee Sin,Viego,Aphelios,Varus,Azir,Twisted Fate,Jarvan IV,Gangplank,Leona,Jayce,Kennen,Gragas,Bard,Rell,Top,Bot,Mid,Jungle,Support,Jungle,Bot,Mid,Top,Support,SB,https,//youtu.be/bgzp1msc5CM?t=34
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Fnatic Rising,Karmine Corp,1 - 2,1,11.16,LeBlanc,Nidalee,Xin Zhao,Irelia,Ryze,Varus,Thresh,Lee Sin,Ezreal,Aphelios,Twisted Fate,Azir,Jayce,Pyke,Jarvan IV,Leona,Rakan,Viego,Gangplank,Kennen,Support,Bot,Mid,Jungle,Top,Jungle,Bot,Mid,Support,Top,SB,https,//youtu.be/XnsHBmccoJk?t=61
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Karmine Corp,Fnatic Rising,2 - 0,1,11.16,Nidalee,LeBlanc,Irelia,Lee Sin,Thresh,Xin Zhao,Jarvan IV,Varus,Viego,Ezreal,Ryze,Twisted Fate,Bard,Gangplank,Rakan,Jayce,Leona,Renekton,Sett,Gnar,Jungle,Bot,Mid,Top,Support,Bot,Jungle,Mid,Support,Top,SB,https,//youtu.be/wRBawBvy74U?t=53
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Karmine Corp,Fnatic Rising,1 - 0,1,11.16,Nidalee,LeBlanc,Irelia,Lee Sin,Thresh,Xin Zhao,Jarvan IV,Varus,Viego,Ezreal,Ryze,Twisted Fate,Bard,Gangplank,Rakan,Jayce,Leona,Renekton,Sett,Gnar,Jungle,Bot,Mid,Top,Support,Bot,Jungle,Mid,Support,Top,SB,https,//youtu.be/yMgN3q39EKM?t=1866
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Fnatic Rising,Misfits Premier,3 - 2,1,11.16,Xin Zhao,Irelia,Aphelios,Varus,Olaf,Lee Sin,Thresh,Jinx,Braum,Jarvan IV,Ashe,LeBlanc,Twisted Fate,Graves,Sylas,Camille,Kennen,Ryze,Gangplank,Kindred,Support,Jungle,Bot,Mid,Top,Bot,Support,Mid,Top,Jungle,SB,https,//youtu.be/nvdkz6Yn_30?t=107
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Fnatic Rising,Misfits Premier,2 - 2,2,11.16,Xin Zhao,Irelia,Aphelios,Varus,LeBlanc,Lee Sin,Twisted Fate,Thresh,Jinx,Nidalee,Leona,Olaf,Renekton,Sylas,Jayce,Orianna,Galio,Ezreal,Gangplank,Kennen,Mid,Jungle,Support,Bot,Top,Support,Bot,Jungle,Mid,Top,SB,https,//youtu.be/SYP4ID5gSfA?t=60
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Misfits Premier,Fnatic Rising,1 - 2,1,11.16,Irelia,Xin Zhao,Twisted Fate,Lee Sin,Nidalee,Aphelios,Varus,Ryze,Viego,LeBlanc,Olaf,Kennen,Jayce,Ezreal,Camille,Rakan,Jhin,Gnar,Leona,Alistar,Bot,Mid,Jungle,Top,Support,Mid,Jungle,Top,Bot,Support,SB,https,//youtu.be/sHX-RZOXVX0?t=84
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Fnatic Rising,Misfits Premier,2 - 0,1,11.16,Xin Zhao,Twisted Fate,Aphelios,Gangplank,Camille,Lee Sin,Varus,Ryze,Viego,Kennen,Irelia,Jayce,Diana,Thresh,Jarvan IV,Ezreal,Ashe,Nidalee,Leona,Alistar,Bot,Top,Mid,Jungle,Support,Mid,Jungle,Top,Bot,Support,SB,https,//youtu.be/1-66fXdX8Ck?t=119
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Misfits Premier,Fnatic Rising,0 - 1,2,11.16,Gangplank,Xin Zhao,Sylas,Lee Sin,Renekton,Aphelios,Viego,Varus,Twisted Fate,LeBlanc,Jhin,Nidalee,Leona,Rakan,Thresh,Alistar,Rell,Camille,Nautilus,Jayce,Jungle,Mid,Bot,Top,Support,Bot,Mid,Jungle,Support,Top,SB,https,//youtu.be/HmsxBkWmhiA?t=1378
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Karmine Corp,Berlin International Gaming,3 - 2,1,11.16,Camille,Aphelios,Irelia,LeBlanc,Xin Zhao,Lee Sin,Varus,Tristana,Viego,Azir,Jarvan IV,Twisted Fate,Trundle,Jayce,Rakan,Kennen,Rell,Thresh,Renekton,Gnar,Bot,Mid,Jungle,Support,Top,Bot,Jungle,Mid,Support,Top,SB,https,//youtu.be/NaQ0-YkeTX8?t=108
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Berlin International Gaming,Karmine Corp,2 - 2,1,11.16,Aphelios,Xin Zhao,LeBlanc,Lee Sin,Varus,Camille,Viego,Jarvan IV,Ryze,Galio,Tristana,Ezreal,Jayce,Braum,Leona,Rakan,Bard,Rell,Kennen,Trundle,Jungle,Mid,Bot,Support,Top,Top,Mid,Bot,Support,Jungle,SB,https,//youtu.be/nzn0qeXLJRk?t=62
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Karmine Corp,Berlin International Gaming,2 - 1,1,11.16,Xin Zhao,Aphelios,Irelia,LeBlanc,Camille,Ryze,Lee Sin,Viego,Varus,Ezreal,Azir,Sylas,Bard,Jayce,Renekton,Sett,Leona,Jarvan IV,Braum,Gnar,Top,Bot,Mid,Jungle,Support,Jungle,Bot,Mid,Support,Top,SB,https,//youtu.be/1UdEGL5D39M?t=83
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Berlin International Gaming,Karmine Corp,1 - 1,2,11.16,LeBlanc,Xin Zhao,Aphelios,Lee Sin,Trundle,Camille,Rakan,Varus,Ryze,Jarvan IV,Galio,Renekton,Ezreal,Thresh,Kennen,Leona,Viego,Jhin,Jayce,Bard,Support,Jungle,Mid,Bot,Top,Bot,Mid,Top,Jungle,Support,SB,https,//youtu.be/PS-oaum4rBE?t=70
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Karmine Corp,Berlin International Gaming,0 - 1,2,11.16,Xin Zhao,LeBlanc,Jayce,Aphelios,Irelia,Renekton,Ryze,Camille,Lee Sin,Viego,Gangplank,Galio,Leona,Thresh,Ezreal,Rakan,Varus,Tristana,Alistar,Rell,Mid,Jungle,Top,Bot,Support,Top,Jungle,Mid,Bot,Support,SB,https,//youtu.be/HdB4mJ4_P2A?t=1255
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Vodafone Giants.Spain,Misfits Premier,1 - 3,2,11.16,Thresh,Sion,LeBlanc,Rakan,Ryze,Ornn,Twisted Fate,Lee Sin,Aphelios,Viego,Kennen,Irelia,Braum,Sylas,Rell,Orianna,Alistar,Ezreal,Leona,Galio,Mid,Jungle,Top,Bot,Support,Jungle,Bot,Top,Support,Mid,SB,https,//youtu.be/kpkn91dfFWk?t=129
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Misfits Premier,Vodafone Giants.Spain,2 - 1,1,11.16,Sion,Thresh,Rakan,LeBlanc,Sylas,Lee Sin,Xin Zhao,Braum,Olaf,Ryze,Aphelios,Ezreal,Renekton,Kennen,Camille,Ornn,Twisted Fate,Leona,Jayce,Cho'Gath,Jungle,Mid,Bot,Support,Top,Support,Jungle,Bot,Mid,Top,SB,https,//youtu.be/TR8lpxkBrko?t=117
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Misfits Premier,Vodafone Giants.Spain,1 - 1,2,11.16,Sion,Thresh,Rakan,LeBlanc,Ezreal,Ryze,Lee Sin,Xin Zhao,Braum,Aphelios,Twisted Fate,Sylas,Alistar,Tristana,Renekton,Kennen,Sivir,Leona,Camille,Ornn,Jungle,Bot,Mid,Support,Top,Jungle,Support,Mid,Bot,Top,SB,https,//youtu.be/0h8iDvAhYDU?t=59
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Misfits Premier,Vodafone Giants.Spain,1 - 0,1,11.16,Sion,Thresh,Rakan,LeBlanc,Ezreal,Ryze,Lee Sin,Braum,Xin Zhao,Aphelios,Twisted Fate,Sylas,Leona,Ornn,Camille,Kennen,Tristana,Renekton,Alistar,Gangplank,Jungle,Bot,Mid,Top,Support,Support,Jungle,Mid,Bot,Top,SB,https,//youtu.be/c-QTUUkBgxo?t=1024
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,UCAM Esports Club,Karmine Corp,0 - 3,2,11.16,Ryze,Ziggs,LeBlanc,Rakan,Twisted Fate,Orianna,Lee Sin,Viego,Aphelios,Ezreal,Leona,Azir,Viktor,Braum,Gnar,Irelia,Thresh,Jayce,Syndra,Wukong,Jungle,Bot,Support,Top,Mid,Jungle,Bot,Mid,Support,Top,SB,https,//youtu.be/1POWNNn9KrI?t=59
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Karmine Corp,UCAM Esports Club,2 - 0,1,11.16,Ziggs,Ryze,Rakan,Ezreal,Orianna,Varus,Aphelios,Lee Sin,Thresh,Viego,LeBlanc,Jinx,Braum,Twisted Fate,Gangplank,Gnar,Syndra,Renekton,Pyke,Ornn,Bot,Jungle,Mid,Top,Support,Jungle,Support,Bot,Mid,Top,SB,https,//youtu.be/eBWNR3jZN-M?t=47
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,UCAM Esports Club,Karmine Corp,0 - 1,2,11.16,Ryze,Ziggs,Xin Zhao,Rakan,Lee Sin,Orianna,Viego,Aphelios,Trundle,Thresh,Jinx,LeBlanc,Twisted Fate,Braum,Gnar,Renekton,Leona,Camille,Galio,Gangplank,Jungle,Support,Bot,Top,Mid,Bot,Jungle,Mid,Support,Top,SB,https,//youtu.be/_c1trlxqO8M?t=1035
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Berlin International Gaming,PDW,3 - 0,1,11.16,Ziggs,Irelia,Aphelios,Galio,Caitlyn,Sylas,Twisted Fate,Rakan,Xin Zhao,Lee Sin,Camille,Ryze,Ezreal,Xayah,Varus,Tristana,Shen,Jhin,Leona,Jinx,Mid,Jungle,Top,Bot,Support,Support,Jungle,Mid,Top,Bot,SB,https,//youtu.be/Eo40OJ-703o?t=56
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Berlin International Gaming,PDW,2 - 0,1,11.16,Aphelios,Irelia,Ziggs,Galio,Caitlyn,Sylas,Twisted Fate,Camille,Lee Sin,Xin Zhao,Gwen,Ryze,Varus,Xayah,Rakan,Braum,Tristana,Ezreal,Leona,Trundle,Mid,Jungle,Top,Bot,Support,Top,Jungle,Mid,Bot,Support,SB,https,//youtu.be/3aNtG0gmzck?t=101
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,PDW,Berlin International Gaming,0 - 1,2,11.16,Irelia,Ziggs,Varus,Aphelios,Ezreal,Caitlyn,Lee Sin,Camille,Xin Zhao,Sylas,Shen,Galio,Thresh,Kalista,Xayah,Tristana,Rakan,Braum,Ashe,Jhin,Jungle,Mid,Top,Support,Bot,Top,Jungle,Mid,Support,Bot,SB,https,//youtu.be/G_3Vb5tGzPE?t=1201
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Fnatic Rising,Movistar Riders,3 - 1,1,11.16,Xin Zhao,Aphelios,Ryze,Nidalee,Kennen,Lee Sin,Varus,Renekton,Diana,Sylas,Leona,Kalista,Trundle,Yasuo,Olaf,Irelia,Rell,Gangplank,Jarvan IV,Ornn,Bot,Mid,Support,Top,Jungle,Mid,Jungle,Bot,Support,Top,SB,https,//youtu.be/UHR37xaYK-U?t=71
European Masters/2021 Season/Summer Main Event/Picks and Bans/Knockout Stage,Fnatic Rising,Movistar Riders,2 - 1,1,11.16,Xin Zhao,Aphelios,Ryze,Nidalee,Kennen,Twisted Fate,Lee Sin,Viego,LeBlanc,Varus,Sylas,Ezreal,Thresh,Leona,Gangplank,Jayce,Rakan,Rell,Gnar,Camille,Jungle,Bot,Mid,Support,Top,Jungle,Mid,Bot,Support,Top,SB,https,//youtu.be/0LqM4yfy2h4?t=63
